VRT名称,VFG名称,CCC,旧件名称,故障描述,故障原因,故障模式
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车辆进店检查前部图像模糊看不清,经检查全景前摄像头总成密封不严进浮沉影像图像,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车辆进店检查前后摄像头花屏，看不清影像。,经检查是全景前摄像头总成及全景前摄像头总成内部密封不良导致花屏，属于配件本身质量问题，更换配件。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车辆进店检查前摄像头黑屏。,经检查是全景前摄像头总成内部短路导致，属于配件本身质量问题，更换配件。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车辆进店检查前摄像头模糊，无法擦干净。,经检查是全景前摄像头总成内部密封不良导致模糊，属于配件本身质量问题，更换配件。,360故障
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,车辆进店检查左外后视镜不回位，回位不良。,经检查是外后视镜总成(左 合成件）回位不良卡滞导致，属于配件本身质量问题，更换配件。,折叠问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车辆进站客户反映景前摄像头总成偶尔模糊,经维修人员检查发现全景前摄像头总成质量问题导致,全景模糊
智能化,驾驶辅助,自动泊车系统问题,自动泊车传感器总成,车辆进站时使用自动泊车的时候显示雷达,技师用电脑检测故障码：B191909 右前中传感器信号线断路.B196707 SOC系统异常.B196D0D 右前中传感器内部错误.U1B4609 DMS系统状态无效或故障，确诊为自动泊车传感器总成内部故障无法正常工作,超声波雷达失效
智能化,驾驶辅助,自适应巡航问题,前视摄像头总成,车辆经常无法启动，仪表上预碰撞报警灯亮起，行驶过程中在前方无障碍物时偶尔出现主动刹车的现象,天窗漏水到前视摄像头内部导致功能损坏，故障码为U010487自适应巡航控制模块通讯丢失,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,车辆两前大灯起雾，右摄像头起雾。,组合前灯总成Ⅰ（右）故障，组合前灯总成Ⅰ（左）故障，外后视镜总成（右/合成件）故障。,全景进水
智能化,驾驶辅助,自适应巡航问题,前视摄像头总成,车辆前部碰撞预警等故障灯报警,经维修技师检查车辆las模块无法进入，判断为前视摄像头内部故障，需要更换,ACC/AEB/LKA故障灯亮
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车辆前后摄像头绿屏,经维修技师检查车辆前后摄像头内部故障，需要更换,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,车辆前摄像头前部脱落。,检查确认是车辆自动泊车前摄像头总成故障。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,车辆全景后摄像头变绿。,经师傅检查判定为全景后摄像头内部短路接触不良故障。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,倒车/全景影像系统问题,全景后摄像头总成,车辆全景后影像显示蓝屏。,经检查发现为全景后摄像头总成内部故障所导致。,360绿屏/黑屏/花屏/蓝屏
智能化,驾驶辅助,人脸识别/车内拍照摄像头,车外人脸识别摄像头总成,车辆人脸识别功能失效。,车辆人脸识别功能失效，经维修技师检查，需更换车外人脸识别摄像头总成。,IMS失效
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车辆摄像头模糊有水汽。,经检查后发现该车全景前摄像头总成内部故障导致。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车辆摄像头有水汽。,经检查后发现该车全景前摄像头总成内部故障导致。,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车辆摄像头中间有一块像白光一样的东西,经技师诊断摄像头出现内部故障,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,倒车雷达传感器总成,车辆提示：泊车雷达故障，请检查维修,故障码：后左中传感器部件内部故障,其它问题
智能化,驾驶辅助,车道辅助系统问题,车道偏离控制器总成,车辆行驶方向偏报故障,经维修技师检查判定车道偏离控制器总成质量不良导致,ACC/AEB/LKA失效
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,车辆行驶时车顶处异响，左前倒车镜处异响,经维修技师检查车辆顶盖玻璃处存在胶条塌陷，导致异响，需要更换，左前倒车镜配合不好，导致异响，更换后异响解决,异响问题
智能化,驾驶辅助,倒车/全景影像系统问题,前视摄像头总成,车辆行驶中摄像头误报，经常自动刹车,经本店维修技师鉴定因前视摄像头总成故障所致,AEB误触发
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右 带摄像头和转接线）,车辆右侧外后视镜无法调节。,经维修技师检查后发现是有后视镜故障,调节问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成(右 合成件）,车辆右侧外后视镜无法调节。,经维修技师检查后发现是有后视镜故障,调节问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,车辆右后视镜360模糊。,经维修技师检查，判定为外后视镜总成（右/合成件）摄像头密封不良导致。,摄像头问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车辆右后视镜摄像头，前摄像头有水汽。,经检查后发现该车外后视镜总成（右）（合成件），全景前摄像头总成内部故障导致。,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右）（合成件）,车辆右摄像头起雾。,外后视镜总成（右）（合成件）故障。,全景进水
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,车辆右外后视镜折叠后有时不展开。,经检查确定为右外后视镜内部故障所导致车辆右外后视镜折叠后有时不展开。,折叠问题
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,车辆自动泊车摄像头脱落。,经检查后发现该车自动泊车摄像头总成内部故障导致。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,车辆自动泊车摄像头影像卡顿,经检查为自动泊车摄像头总成内部故障所导致车辆自动泊车摄像头影像卡顿,全景模糊
智能化,驾驶辅助,自适应巡航问题,自适应巡航控制器总成,车辆自适应巡航不可用,经维修技师检查后发现是自适应巡航控制器总成故障,ACC/AEB/LKA失效
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,车辆左倒车镜三角支架变形,经技师检查，为左倒车镜底座变形，导致间隙较大，不能正常使用,外观问题
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（左/合成件）,车辆左后摄像头起雾。,外后视镜总成（左/合成件）故障。,全景进水
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,车辆左后视镜折叠复位有异响。,检查确认是车辆左后视镜故障。,异响问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,车辆左后视镜折叠偶尔卡滞或偶尔折叠后不回位。,检查确认是车辆左后视镜故障。,折叠问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,车辆左后视镜折叠时太紧，接口处磨掉黑色漆面,经本店维修技师鉴定因外后视镜总成（左/合成件）故障所致,折叠问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,车辆左前后视镜不折叠。,经检查验证故障存在，并确认为车辆外后视镜总成（左 合成件）故障，需更换处理。,折叠问题
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,车辆左外后视镜折叠时咯噔咯噔响,检查为左外后视镜问题,异响问题
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右）（合成件）,车辆左右后视镜摄像头有水汽。,经检查后发现该车外后视镜总成（右）（合成件），外后视镜总成（左）（合成件）摄像头故障导致。,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,车辆左右外后视镜摄像头显示模糊。,经维修技师检查，确认是左右外后视镜总成上的摄像头内部元器件发生故障导致。,全景模糊
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右）（合成件）,车主2025年9月26日进店反映行驶中外后视镜总成（右）有风噪声,经维修技师检查外后视镜总成（右）外观完好无损，需要更换外后视镜总成（右）,风噪问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车主到店反映此车辆倒车影像模糊,经检查为后摄像头内部有水雾导致，更换全景前摄像头后故障排除。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,自动泊车摄像头总成,车主到店反映此车辆扶手箱盖板不回位，倒车影像不显示,经检查为副仪表板扶手总成内部卡滞导致不回位，自动泊车摄像头总成失效导致影像不显示，更换后故障排除。,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右/合成件）,车主到店反映此车辆全景影像右侧看不到,经检查为右侧全景影像摄像头失效导致，更换更换外后视镜总成（右）。,360故障
车身外饰,玻璃及后视镜,车外后视镜问题,外后视镜总成（右/合成件）,车主到店反映此车辆右后视镜有时不折叠有时折叠,经检查为外后视镜总成（右）内部故障导致，更换外后视镜总成（右）。,折叠问题
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车主到店反映此车辆左右侧后视镜的摄像头有水，后倒车摄像头也有水。,经检查为全景后摄像头总成/左右后视镜上面的摄像头密封不严导致进水，更换全景后摄像头总成，更换外后视镜总成（左），外后视镜总成（右）。,全景进水
智能化,驾驶辅助,倒车/全景影像系统问题,无零件,车主反馈：360画面右侧，外后视镜摄像头模糊（有一杠类似马赛克一样的模糊画面），要求给予解决。,经维修技师检查确定摄像头表面干净无覆盖物，确定为外后视镜总成右摄像头内部故障导致。,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车主反馈：360全景影响前摄像头模糊看不清楚，要求给予解决。,经维修技师检查前摄像头里面有明显水珠，确定为全景前摄像头密封不良导致故障。,全景模糊
智能化,驾驶辅助,倒车/全景影像系统问题,全景前摄像头总成,车主反馈：360全景影像前、后、左摄像头影像偶尔不显示，最近故障现象比较频繁，车辆才买不久就多次出现这种问题，要求必须给予解决。,经维修技师邀约客户到店反复检查确定为前、左、后摄像头故障导致。,360故障
智能化,驾驶辅助,倒车/全景影像系统问题,外后视镜总成（右）（合成件）,车主反馈：360影像右边摄像头模糊看不清楚，要求给予解决。,经维修技师检查右边摄像头里面有水珠确定为外后视镜摄像头密封不良故障导致。,全景进水
